Date de la commande,Numéro de la commande,Groupe de comptes,Numéro de commande,Quantité de la commande,Devise,Sous-total de la commande,Traitement et expédition de la commande,Promotion sur la commande,Taxe sur la commande,Total net de la commande,État de la commande,Approbateur,État de réception de la commande,Quantité de commandes reçues,Utilisateur du compte,E-mail de l'utilisateur du compte,Pays/Région du numéro de TVA de l'utilisateur du compte,Numéro d'enregistrement à la TVA de l'utilisateur du compte,Date d'expédition,État de l'expédition,Statut de livraison,Date de livraison prévue,Numéro de suivi du transporteur,Quantité expédiée,Adresse d'expédition,Sous-total de l'expédition,Traitement et envoi de l'expédition,Promotion sur l'expédition,Taxe d'expédition,Total net de l'expédition,Pays/Région d'expédition,Sous-total de l'expédition,Nom du transporteur,Numéro de la facture de TVA,Emballage cadeau de l'expédition,Catégorie de produit interne à Amazon,ASIN,Titre,UNSPSC,Segment,FAMILLE,CLASSE,PRODUIT,Code de la marque,Marque,Fabricant,Numéro de stock national,Numéro de modèle de l’article,Référence,État du produit,Conformité de l'entreprise,PPU répertorié,PPU d'achat,Quantité d'articles,Sous-total de l'article,Traitement et expédition de l'article,Promotion sur l'article,Taxe sur l'article,Total net de l'article,Numéro de la ligne de commande,Programme de remise,Remise sur le prix appliquée (€ de réduction),Remise sur le prix appliquée (% de réduction),Taux de TVA sur le sous-total de l'article,Emballage cadeau de l'article,Sous-total de l'article,Statut de réception ,Quantité reçue,Date de réception,Nom du destinataire,E-mail du destinataire,Code GL,Service,Centre de coût,Code du projet,Emplacement,Champ personnalisé 1,Nom du vendeur,Identifiants du vendeur,Pays d'enregistrement à la TVA du vendeur,Numéro d'enregistrement à la TVA du vendeur
10/03/2023,408-1715546-2109900,M.S. Garuda Technologies Ltd.,CA-10012039,1,EUR,"7,57","0,00","0,00","0,00","7,57",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,13/03/2023,="51001365861393500",1,"(CA-10012039-2)Khadija Ouazzani-Touhami, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","7,57","0,00","","0,00","7,57",,"7,57",Colis Privé,FR3XZVABEY,,Beauty,B0826BVSVK,Neutrogena T/Gel Shampoing Pellicules sèches 250 ml,="53131600","Habillement, bagages et produits d'hygiène personnelle",Produits pour l'hygiène personnelle,Produits de bains et d'hygiène du corps,Produits de bains et d'hygiène du corps,NEV8E,Neutrogena,CILAG AG INTERNATIONAL,,="3574661450599",="3574661450599",Neuf,,"12,92","7,57",1,"7,57","0,00","","0,00","7,57",="29787",,,,0%,"","7,57",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-0426695-9280330,M.S. Garuda Technologies Ltd.,CA-10012038,1,EUR,"18,57","0,00","0,00","0,00","18,57",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,13/03/2023,="534000021219111141",1,"(CA-10012038-1)Afaf Moufatih, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","18,57","0,00","","0,00","18,57",,"18,57",PAACK,FR3Y4MABEY,,Health and Beauty,B08D9PZY39,"Bulk Collagène et Vitamine C en Poudre, Orange, 500 g",="50000000","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs",BUMUJ,Bulk,Bulk,,BPB-COLL-ORAN-0500,BPB-COLL-ORAN-0500,Neuf,,"20,83","18,57",1,"18,57","0,00","","0,00","18,57",="29785",,,,0%,"","18,57",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,405-4457747-7442752,Purchasing,CA-10012036-1,1,EUR,"99,96","0,00","0,00","0,00","99,96",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,14/03/2023,="51250146121293500",1,"CA-10012036-1 Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","99,96","0,00","","0,00","99,96",,"99,96",Colis Privé,FR3YQCABEY,,Personal Computer,B0B7VDT969,NZXT H5 Flow - CC-H51FB-01 Boîtier PC Gaming Moyen-Tour ATX Compact - Panneau Avant perforé pour Une Circulation d'air maximale latéral en Verre tr,="43201600","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Pièces du chassis ,Pièces du chassis ,NZXTO,Nzxt,Nzxt,,CC-H51FB-01,CC-H51FB-01,Neuf,,"97,47","99,96",1,"99,96","0,00","","0,00","99,96",,,,,0%,"","99,96",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-2511015-9417911,M.S. Garuda Technologies Ltd.,CA-10012036,1,EUR,"469,47","0,00","0,00","0,00","469,47",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,13/03/2023,Expédié,Livré,21/03/2023,1Z19FV170497404326,1,"(CA-10012036-6)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","469,47","0,00","","0,00","469,47",,"469,47",UPS,,,Personal Computer,B09GYLB4J6,Intel Core i9-12900K (3.2 GHz / 5.2 GHz),="43211500","Composants, fournitures et équipements informatiques et de communication",Accessoires et équipement informatiques,Ordinateurs,Ordinateurs,INUJG,Intel,Intel PC Components,,BX8071512900K,BX8071512900K,Neuf,Restreint,"589,57","469,47",1,"469,47","0,00","","0,00","469,47",="29783",,,,0%,"","469,47",,,N/A,,,,,,,,,Next Gen Technology,,,
10/03/2023,408-5163016-4069938,M.S. Garuda Technologies Ltd.,CA-10012036,1,EUR,"91,66","0,00","0,00","0,00","91,66",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,14/03/2023,6G57127713122,1,"(CA-10012036-2)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","91,66","0,00","","0,00","91,66",,"91,66",La Poste,FR3XQQABEY,,Personal Computer,B08GS7748F,"Samsung 980 PRO MZ-V8P1T0BW | Disque SSD interne NVMe M.2, PCIe 4.0, 1 To, contrôle thermique intelligent, compatible PS5",="43201830","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Périphériques de stockage multimédia,Disque SSD,SAX70,Samsung,SAMSUNG,,MZ-V8P1T0BW,MZ-V8P1T0BW,Neuf,,"183,50","91,66",1,"91,66","0,00","","0,00","91,66",="29779",,,,0%,"","91,66",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-1264001-7201915,M.S. Garuda Technologies Ltd.,CA-10012036,1,EUR,"804,79","15,78","0,00","0,00","820,57",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,23/03/2023,09622144010996Y,1,"(CA-10012036-4)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","804,79","15,78","","0,00","820,57",,"820,57",DPD,INV-PT-1492672795-2023-417,,Personal Computer,B099991CDN,"ASUS TUF GAMING NVIDIA GeForce RTX 3080 V2 OC Edition - Carte Graphique Gaming (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, ventilateurs axiaux, robustesse militaire, GPU Tweak II)",="43201600","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Pièces du chassis ,Pièces du chassis ,ASUTN,ASUS,Asus,,90YV0FB4-M0NM00,90YV0FB4-M0NM00,Neuf,Restreint,"1058,85","804,79",1,"804,79","15,78","","0,00","820,57",="29781",,,,0%,"","820,57",,,N/A,,,,,,,,,Chiptec - Informática Lda,,PT,PT505162857
10/03/2023,408-2780330-3499526,M.S. Garuda Technologies Ltd.,CA-10012036,1,EUR,"66,33","0,00","0,00","0,00","66,33",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,10/03/2023,Expédié,Livré,14/03/2023,6G57946010624,1,"(CA-10012036-3)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","66,33","0,00","","0,00","66,33",,"66,33",La Poste,FR3XQQABEY,,Personal Computer,B07MBQPQ62,"Disque SSD interne PCIe NVMe M.2 (2280) Samsung 970 EVO Plus 1 To (MMZ-V7S1T0BW), noir",="43201830","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Périphériques de stockage multimédia,Disque SSD,SAX70,Samsung,Samsung,,MZ-V7S1T0BW,MZ-V7S1T0BW,Neuf,,"183,33","66,33",1,"66,33","0,00","","0,00","66,33",="29780",,,,0%,"","66,33",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,405-1272334-9341942,Purchasing,CA-10012035-1,1,EUR,"258,68","11,03","0,00","0,00","269,71",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,21/03/2023,="07000019075507",1,"CA-10012035-1 Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","258,68","11,03","","0,00","269,71",,"269,71",DPD,INV-ES-143137631-2023-6573,,Personal Computer,B09WN2H42Y,"Corsair Vengeance DDR5 64GB (2x32GB) 5600MHz C40 (Optimisé pour Les Cartes Mères DDR5 Intel, XMP 3.0 Personnalisables, Faites Tout et Faites-Le Plus Vite, Format Compact) Noir",="32101600",Composants et fournitures électroniques,"Circuits imprimés, circuits intégrés et micro-assemblages",Circuits intégrés,Circuits intégrés,CORHN,Corsair,Corsair,,CMK64GX5M2B5600C40,CMK64GX5M2B5600C40,Neuf,Restreint,"480,90","258,68",1,"258,68","11,03","","0,00","269,71",,Prix selon la quantité,"222,22",46.21%,0%,"","269,71",,,N/A,,,,,,,,,ProComp Team S.L.,,ES,ESB52519741
10/03/2023,408-2668950-3673133,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"8,82","0,00","0,00","0,00","8,82",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,14/03/2023,6G58074042495,1,"(CA-10012035-7)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","8,82","0,00","","0,00","8,82",FR,"8,82",La Poste,INV-FR-2060781865-2023-7,,Wireless,B09Y1Y961G,"FAEFTY Adaptateur pour Support de Trépied pour GoPro Hero 10, 9, 8, 7, 6, 5",="45121600","Équipements et fournitures pour l'impression, la photographie et l'audiovisuel","Équipements pour photographies, films ou vidéos",Accessoires pour appareils photo,Accessoires pour appareils photo,,FAEFTY,FAEFTY,,EUGUAKR005,EUGUAKR005,Neuf,Restreint,"8,82","8,82",1,"8,82","0,00","","0,00","8,82",="29777",,,,0%,"","8,82",,,N/A,,,,,,,,,dongguanshishidongkejiyouxiangongsi,,FR,FR26919413955
10/03/2023,408-0364602-3664328,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"25,66","0,00","0,00","0,00","25,66",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,10/03/2023,Expédié,Livré,14/03/2023,6G57127708395,1,"(CA-10012035-5)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","25,66","0,00","","0,00","25,66",IT,"25,66",La Poste,IT23-02625I-118,,Personal Computer,B07FCMKK5X,"SanDisk Extreme Carte Mémoire MicroSDXC 128 Go + Adaptateur SD avec Performances Applicatives A2 Jusqu'à 160 Mo/s, Classe 10, U3, V30",="43202005","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Supports de stockage amovibles,Carte mémoire,SANI3,SanDisk,SanDisk,,SDSQXA1-128G-GN6MA,SDSQXA1-128G-GN6MA,Neuf,Restreint,"32,49","25,66",1,"25,66","0,00","","0,00","25,66",="29775",,,,0%,"","25,66",,,N/A,,,,,,,,,BuyAllTech di Tartian Ionut Madalin,,IT,IT15462571009
10/03/2023,408-1510652-6147545,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"359,92","0,00","0,00","0,00","359,92",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Non livré,13/03/2023,="51570070658493500",1,"(CA-10012035-4)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","359,92","0,00","","0,00","359,92",,"359,92",Colis Privé,FR3Y1TABEY,,Photography,B0B1VSW1VC,"GoPro Ensemble HERO9 Black - Comprend la télécommande, Une Batterie de Rechange (2 au Total) et Un étui de Transport",="45121500","Équipements et fournitures pour l'impression, la photographie et l'audiovisuel","Équipements pour photographies, films ou vidéos",Appareils photo,Appareils photo,GOPR4,GoPro,GoPro,,CHDRB-902-RW,CHDRB-902-RW,Neuf,,"399,99","359,92",1,"359,92","0,00","","0,00","359,92",="29774",,,,0%,"","359,92",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-8624859-0929914,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"149,54","0,00","0,00","0,00","149,54",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Sans objet,14/03/2023,6G57127751384,1,"(CA-10012035-3)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","149,54","0,00","","0,00","149,54",,"149,54",La Poste,FR3Y1TABEY,,Personal Computer,B0874YSFMF,"ASUS ROG Strix 850W Gold Bloc d'alimentation (radiateurs ROG, ventilateurs axiaux à double roulement à billes, technologie 0dB, certification 80 plu",="43201600","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Pièces du chassis ,Pièces du chassis ,ASUTN,ASUS,Asus,,90YE00A3-B0NA00,90YE00A3-B0NA00,Neuf,,"166,66","149,54",1,"149,54","0,00","","0,00","149,54",="29773",,,,0%,"","149,54",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-0537957-5901909,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"20,82","0,00","0,00","0,00","20,82",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,13/03/2023,="51670136169393500",1,"(CA-10012035-6)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","20,82","0,00","","0,00","20,82",FR,"20,82",Colis Privé,INV-FR-155997711-2023-8,,Sports,B08XJWVYBQ,"YEHOLDING 13-en-1 Accessoires pour Gopro, Kit d'accessoires pour caméra d'action Compatible avec GoPro Hero 10 9 8 Max 7 6 5 4 Black SJ4000 et Autres",="45121600","Équipements et fournitures pour l'impression, la photographie et l'audiovisuel","Équipements pour photographies, films ou vidéos",Accessoires pour appareils photo,Accessoires pour appareils photo,,YEHOLDING,YEHOLDING,,,,Neuf,Restreint,"20,82","20,82",1,"20,82","0,00","","0,00","20,82",="29776",,,,0%,"","20,82",,,N/A,,,,,,,,,Shenzhenshi Yehaotiankeji Youxiangongsi,,FR,FR01919766865
10/03/2023,408-3305160-6597967,M.S. Garuda Technologies Ltd.,CA-10012035,1,EUR,"299,98","0,00","0,00","0,00","299,98",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,13/03/2023,="51670136256093500",1,"(CA-10012035-2)Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","299,98","0,00","","0,00","299,98",,"299,98",Colis Privé,FR3Y1TABEY,,Personal Computer,B09JM67L6W,"ASUS ROG STRIX Z690-G GAMING WIFI - Carte mère Intel LGA 1700 ATX (14+1 phases d'alimentation, DDR5, PCIe 5.0, WiFi 6E, LAN 2,5Gb, 3 x M.2 avec dissi",="43201400","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Cartes système,Cartes système,ASUTN,ASUS,Asus,,90MB19G0-M0EAY0,CD13997,Neuf,,"384,17","299,98",1,"299,98","0,00","","0,00","299,98",="29772",,,,0%,"","299,98",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
10/03/2023,408-3889114-8465165,M.S. Garuda Technologies Ltd.,CA-10012031,1,EUR,"14,49","0,00","0,00","0,00","14,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,10/03/2023,Expédié,Livré,14/03/2023,6G57945982793,1,"(CA-10012031-1)Adam Sekkat, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","14,49","0,00","","0,00","14,49",DE,"14,49",La Poste,,,Health and Beauty,B00MMBREYU,Feuilles d'ortie coupées 500g | Feuilles d'ortie séchées et coupées | idéales pour la tisane d'ortie | tisane en vrac | issues de culture biologi,="50201700","Aliments, boissons et tabacs",Boissons,Café et thé,Café et thé,,vom-Achterhof,Blank‘s GmbH & Co. KG | Achterhofweg 1 | 26670 Uplengen | Germany,,,,Neuf,Restreint,"14,49","14,49",1,"14,49","0,00","","0,00","14,49",="29762",,,,0%,"","14,49",,,N/A,,,,,,,,,Blanks GmbH & Co. KG,,,
10/03/2023,408-5386617-9694728,M.S. Garuda Technologies Ltd.,CA-10012031,1,EUR,"12,56","0,00","0,00","0,00","12,56",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,11/03/2023,Expédié,Livré,14/03/2023,6G57127701013,1,"(CA-10012031-2)Adam Sekkat, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,56","0,00","","0,00","12,56",IT,"12,56",La Poste,INV-IT-153799171-2023-635,,Grocery,B091B2RWR4,Thym serpolet bio premium -,="50201700","Aliments, boissons et tabacs",Boissons,Café et thé,Café et thé,,Valley of Tea,Valley of Tea,,,,Neuf,Restreint,"19,16","12,56",1,"12,56","0,00","","0,00","12,56",="29763",,,,0%,"","12,56",,,N/A,,,,,,,,,BVBA VALLEY OF TEA,,IT,IT00225879998
09/03/2023,405-4355822-0217967,NGS,CA-10012024-1,1,EUR,"482,90","0,00","0,00","0,00","482,90",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Sans objet,23/03/2023,="05815089347891",1,"CA-10012024-1 NGS, 7 Rue du Meunier, GL-NET / Garuda, Roissy En France, 95700, FR","482,90","0,00","","0,00","482,90",,"482,90",DPD,INV-LT-1425226145-2023-1663,,Personal Computer,B08NTTJ9XW,"Dell P3421W 86,7 cm (34.1"") 3440 x 1440 Pixels Quad HD LCD Noir, Argent P3421W, 86,7 cm (34.1""), 3440 x 1440 Pixels, Quad HD, LCD, 8 ms, Noir, Argent",="43211900","Composants, fournitures et équipements informatiques et de communication",Accessoires et équipement informatiques,Écrans,Écrans,DEZB2,Dell,Dell Computers,,DELL-P3421W,DELL-P3421W,Neuf,Restreint,"482,90","482,90",1,"482,90","0,00","","0,00","482,90",,Prix selon la quantité,,,0%,"","482,90",,,N/A,,,,,,,,,UAB Topo Grupe,,LT,LT347776113
09/03/2023,408-2234669-0733966,M.S. Garuda Technologies Ltd.,CA-10012025,1,EUR,"174,99","0,00","0,00","0,00","174,99",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,10/03/2023,Expédié,Sans objet,22/03/2023,="01716026250642",1,"(CA-10012025-1)Hassan  Moussaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","174,99","0,00","","0,00","174,99",,"174,99",DPD,,,Pet Products,B07H8J5323,Yaheetech Grande Cage Volière à Oiseaux Intérieur Exterieur pour Perruche Perroquet Mandarin avec 4 roulettes Mobiles 81x76x174cm Métal,="10130000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Abris et habitats pour animaux,Abris et habitats pour animaux,Abris et habitats pour animaux,,Yaheetech,Yaheetech,,,YA-00089578,Neuf,Restreint,"215,99","174,99",1,"174,99","0,00","","0,00","174,99",="29707",,,,0%,"","174,99",,,N/A,,,,,,,,,YAHEE GmbH,,,
09/03/2023,408-3099839-4413131,M.S. Garuda Technologies Ltd.,CA-10012021,2,EUR,"29,98","0,00","0,00","0,00","29,98",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,09/03/2023,Expédié,Livré,10/03/2023,AM989263888JB,2,"(CA-10012021-1)Mohammed Amine  Nejjari, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","29,98","0,00","","0,00","29,98",,"29,98",Chronopost,FR3WWKABEY,,Office Product,B07RB6DNK5,HP 912XL Cartouche d'Encre Cyan grande capacité Authentique (3YL81AE) pour HP OfficeJet Pro 8010 series / 8020 series,="44103105","Équipement de bureau, accessoires et fournitures","Machines de bureau, leurs fournitures et accessoires","Fournitures pour imprimantes, photocopieurs et fax",Cartouches d'encre,HPABK,HP,HP,,3YL81AE,3YL81AE,Neuf,,"16,66","14,99",2,"29,98","0,00","","0,00","29,98",="29691",,,,0%,"","29,98",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
08/03/2023,171-4071257-0454716,Purchasing,CA-10012017-1,2,EUR,"60,00","0,00","0,00","12,00","72,00",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,09/03/2023,Expédié,Livré,10/03/2023,6G58563486229,2,"CA-10012017-1 Ali CH, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","60,00","0,00","","12,00","72,00",FR,"60,00",La Poste,INV-FR-2182459545-2023-27364,,Beauty,B084H3GGLH,Phyto Specific Phytorelaxer Défrisage Permanent Index 2,="53131602","Habillement, bagages et produits d'hygiène personnelle",Produits pour l'hygiène personnelle,Produits de bains et d'hygiène du corps,Articles de soins pour les cheveux,,Phyto,Phyto,,3338220100550.0,3338220100550.0,Neuf,Restreint,"30,00","30,00",2,"60,00","0,00","","12,00","72,00",,,,,20%,"","60,00",,,N/A,,,,,,,,,Para Sante Services,,FR,FR34913204244
08/03/2023,408-7009995-4919520,M.S. Garuda Technologies Ltd.,CA-10012016,1,EUR,"30,58","0,00","0,00","6,12","36,70",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,09/03/2023,Expédié,Livré,09/03/2023,="534000021219056044",1,"(CA-10012016-1)Soufiane Akadar, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","30,58","0,00","","6,12","36,70",FR,"30,58",PAACK,INV-FR-136253461-2023-1109,,Health and Beauty,B0047ACVUQ,MUHLE R89 Traditionnel Rasoir de Sécurité Fermée Combe Métal Chrome avec Lame d'Échantillon,="53131603","Habillement, bagages et produits d'hygiène personnelle",Produits pour l'hygiène personnelle,Produits de bains et d'hygiène du corps,Rasoirs,MUHL7,Muhle,MUHLE,,WU-MHL-R-89,R89,Neuf,Restreint,"31,56","30,58",1,"30,58","0,00","","6,12","36,70",="29678",,,,20%,"","30,58",,,N/A,,,,,,,,,AGENA COUTEAUX,,FR,FR90 435247077
08/03/2023,408-8148697-0290704,M.S. Garuda Technologies Ltd.,CA-10012015,1,EUR,"62,29","0,00","0,00","0,00","62,29",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,10/03/2023,Expédié,Livré,05/04/2023,YT2306821272138758,1,"(CA-10012015-1)Driss EL-AROUS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","62,29","0,00","","0,00","62,29",,"62,29",Yun Express,DOC-1815145175-2023-101,,Home Improvement,B09MN5TL4F,MD830 Détecteur de métaux souterrain à installation facile et portable Trésors de bijoux haute sensibilité Outil de détection de métaux en or avec 3 modes réglables Écran LCD rétro-éclairé plus grand,="46171600","Équipements et fournitures pour la défense, l'application de la loi, la sécurité et la protection","Sécurité, surveillance et détection",Équipements de surveillance et de détection,Équipements de surveillance et de détection,,Geevorks,Geevorks,,,EVR9579505469827AR,Neuf,Restreint,"62,29","62,29",1,"62,29","0,00","","0,00","62,29",="29677",,,,0%,"","62,29",,,N/A,,,,,,,,,chengdulicairuikejiyouxiangongsi,,,
08/03/2023,408-6251003-0212324,M.S. Garuda Technologies Ltd.,CA-10012013,1,EUR,"8,86","0,00","0,00","0,00","8,86",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,08/03/2023,Expédié,Livré,09/03/2023,6G58178670594,1,"(CA-10012013-1)Hanae Benabdellah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","8,86","0,00","","0,00","8,86",,"8,86",La Poste,FR3VY3ABEY,,Book,="2375062736",My Number One T07,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,TAIF3,,TAIFU COMICS,,,,Neuf,,"8,86","8,86",1,"8,86","0,00","","0,00","8,86",="29672",,,,0%,"","8,86",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
07/03/2023,408-1805303-2360354,M.S. Garuda Technologies Ltd.,CA-10012012,1,EUR,"7,54","0,00","0,00","0,00","7,54",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,08/03/2023,="534000021219035654",1,"(CA-10012012-1)Hanae Benabdellah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","7,54","0,00","","0,00","7,54",,"7,54",PAACK,FR3VO4ABEY,,Book,B0BQWT5CK4,City Hunter Rebirth T11,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,KIOOA,,Ki-oon,,,,Neuf,,"7,54","7,54",1,"7,54","0,00","","0,00","7,54",="29671",,,,0%,"","7,54",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
